photo_url,location_lng,location_lat,scene,scene_id,townName,,tel,location,,tag,pcode,parent,distance,importance,biz_ext,biz_type,recommend,type,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,children,alias,event,entr_location,indoor_map,email,timestamp,website,adcode,postcode,match,business_area,indoor_data,childtype,exit_location,shopid,navi_poiid,groupbuy_num,isin_region,查询关键词,手机号识别,,,行业大类,行业子类
[],109.009147,34.102089,杜曲东街146号附近,B0FFGVYD9L,,,,"109.009147,34.102089",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.974905,34.025589,五台镇南五台山路1号,B001D0VP7I,,,029-87262543;029-85829182,"108.974905,34.025589",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆|风景名胜;风景名胜;国家级景点,,,140100|110202,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,博物馆
[],109.054431,34.058677,236乡道,B0FFGK8DDP,,,,"109.054431,34.058677",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.080411,34.148822,大兆街办三友总村友联分村第三组四号门牌,B0FFM1S1Y8,,,,"109.080411,34.148822",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,博物馆
[],109.024141,34.155385,小鲍陂,B0FFMDVYZ6,,,,"109.024141,34.155385",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,博物馆
[],109.015261,34.157374,310县道附近,B001D0WI39,,,,"109.015261,34.157374",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,博物馆
[],109.027275,34.138926,内一环北路,B0HRNSVKAB,,,,"109.027275,34.138926",,,,[],[],[],[],[],,科教文化服务;学校;学校,,,141200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.034602,34.116336,大兆街道章曲村中5号,B0FFFAAJPQ,,,,"109.034602,34.116336",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.069932,34.156488,马鸣路,B0FFHJM16X,,,,"109.069932,34.156488",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.075857,34.149657,长鸣路西100米,B0FFGQ7E4B,,,,"109.075857,34.149657",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.026933,34.159463,大兆街办三益村一队(分园)正西方向60米,B0FFH4XEAV,,,,"109.026933,34.159463",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.048989,34.12046,司马西村二组,B0FFHQD1Y6,,,,"109.048989,34.120460",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.052308,34.139294,大兆派出所,B0FFGPIGQ9,,,,"109.052308,34.139294",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.042436,34.142949,大兆街道东曹村水塔旁,B0FFGFHVDB,,,,"109.042436,34.142949",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.074464,34.115902,103县道北100米,B001D0Z6CD,,,,"109.074464,34.115902",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.030063,34.143352,大兆街道办中兆村,B001D0VSAD,,,,"109.030063,34.143352",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.067353,34.13897,安哑路,B0G1LB5LUC,,,,"109.067353,34.138970",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.02685,34.123803,大兆街道办康王村委会西北,B0FFLIUEER,,,,"109.026850,34.123803",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.958408,34.139661,樊川路103号西北方向100米,B0FFFP1IB4,,,029-85999018,"108.958408,34.139661",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.938986,34.136836,广天苑小区1号楼,B0FFFW7A2K,,,,"108.938986,34.136836",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.939599,34.132006,韦曲街道神禾一路16号,B0FFGILCQ7,,,,"108.939599,34.132006",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.937659,34.116591,常宁大街360号,B0FFFDBG3I,,,,"108.937659,34.116591",,,,B001D09UVJ,[],[],[],[],,科教文化服务;学校;学校,,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,,,科教文化服务,学校
[],108.991325,34.120787,列养线陕西职业技术学院(长安校区)东南侧约30米,B0HRVR0SBT,,,,"108.991325,34.120787",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.989458,34.12145,X104(樊川路),B0G3CK4LAT,,,,"108.989458,34.121450",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.993711,34.120323,[],B0FFLCE6OF,,,,"108.993711,34.120323",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.969107,34.135269,韦曲街道X104号(樊川路),B001D08X90,,,,"108.969107,34.135269",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.97187,34.133887,樊川路蝴蝶表厂局连村对面,B001D090VA,,,,"108.97187,34.133887",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.942585,34.137217,申店甲字10号,B0G21S8KSO,,,,"108.942585,34.137217",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.94711,34.110523,奋进路,B0HR9A7I6R,,,,"108.947110,34.110523",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.952212,34.136752,韦曲街道滨河大道,B0FFGM05EN,,,,"108.952212,34.136752",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.937547,34.115274,韦曲街道常宁大街西150米,B0FFFDBG43,,,,"108.937547,34.115274",,,,B001D09UVJ,[],[],[],[],,科教文化服务;学校;学校,,,141200,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,,,科教文化服务,学校
[],108.937771,34.115314,常宁大街,B0FFM59E9M,,,,"108.937771,34.115314",,,,B001D09UVJ,[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,309,,[],,,yes,,0,,,科教文化服务,学校
[],108.96028,34.13848,樊川路21号,B0FFFAA3JI,,,029-85999957,"108.96028,34.13848",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.942111,34.115602,常宁大街370号,B0FFK44BAJ,,,029-85610685;029-85610689,"108.942111,34.115602",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.957035,34.137981,樊川路双竹村公租房小区内,B0G3MSUUKC,,,,"108.957035,34.137981",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.960571,34.119999,瓜彰路小江村卫生室,B0FFJ69ODI,,,,"108.960571,34.119999",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.029576,34.159441,雁引公路长安区大兆街办三益村民委员会西北侧约70米,B0GUA1DLLA,,,,"109.029576,34.159441",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.043162,34.085204,S108杜曲韦村小学,B0FFJT0FMC,,,,"109.043162,34.085204",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.006671,34.024821,太乙宫正街123号,B001D08XSS,,,029-85896666;029-85891114,"109.006671,34.024821",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.07955,34.103432,北留村103县道附近,B0FFLBCMWB,,,,"109.079550,34.103432",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.987695,34.103993,杜曲镇冯家村中心街17号,B001D11QKY,,,,"108.987695,34.103993",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.964601,34.072313,王曲镇王曲村,B001D0WTDL,,,,"108.964601,34.072313",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.009632,34.103339,杜曲东街105号附近,B0FFHRRYBT,,,,"109.009632,34.103339",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.976156,34.109,樊村乡西樊村瓜彰路,B0FFFSBL7L,,,029-85937489,"108.976156,34.109",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.962973,34.086317,238乡道东50米,B0FFFS7TVB,,,,"108.962973,34.086317",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.172273,34.008727,甫十路(杨庄乡),B0FFLB7PVG,,,,"109.172273,34.008727",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],108.969649,34.07545,王曲街道,B001D08PK4,,,,"108.969649,34.075450",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.009303,34.102907,杜曲东街105号,B0HUYLU0XR,,,,"109.009303,34.102907",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.009704,34.10339,杜曲东街105号,B0FFIAEV43,,,,"109.009704,34.10339",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.006927,34.080266,三府衙村西,B0G0PPCI4G,,,,"109.006927,34.080266",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.960059,34.064092,Y238(王曲镇曙光小学),B0G105F3OS,,,,"108.960059,34.064092",,,,[],[],[],[],[],,科教文化服务;学校;成人教育,,,141205,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.973491,34.05888,107省道王曲镇南堡寨小学附近,B001D0Z68J,,,029-85945998,"108.973491,34.058880",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.006448,34.105609,列养线西安市长安区杜曲街道办事处东北侧,B0FFFAAE8E,,,,"109.006448,34.105609",,,,[],[],[],[],[],,科教文化服务;文化宫;文化宫,,,140800,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,文化宫
[],108.954131,34.097617,王曲乡,B0FFIEU6SW,,,,"108.954131,34.097617",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.005321,34.109361,樊川路与036村道交叉口西北100米,B0FFGFPIWB,,,029-85930836,"109.005321,34.109361",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.968149,34.078852,王曲街道第八中学,B001D0Z7SZ,,,029-85940151,"108.968149,34.078852",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.993136,34.094136,政协长安县南樊,B001D08XNV,,,,"108.993136,34.094136",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.001914,34.047248,天古巷010号正南方向30米,B0GRL1P2X0,,,,"109.001914,34.047248",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,博物馆
[],109.01996,34.063351,108省道东150米,B0FFHUL27J,,,,"109.019960,34.063351",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.032068,34.088819,[],B0HBTU4B70,,,,"109.032068,34.088819",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.043789,34.086568,[],B0GRCBDIRV,,,,"109.043789,34.086568",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.041651,34.063555,王莽乡中心,B0GRLHL73C,,,,"109.041651,34.063555",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.011186,34.101523,杜曲街道初级中学斜对面,B0FFI5R2T2,,,029-87563405,"109.011186,34.101523",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.074989,34.071804,王莽乡韦兆初级中学(108省道北),B001D090VY,,,,"109.074989,34.071804",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.010465,34.100109,杜曲东街105号,B001D08XJN,,,,"109.010465,34.100109",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.025828,34.092495,杜曲镇西江坡村4组,B0FFGFMGSX,,,,"109.025828,34.092495",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.014124,34.09798,X104(樊川路),B0G0ANOUZZ,,,,"109.014124,34.097980",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.0458,34.104999,281乡道与833村道交叉口南150米,B0FFFTA8KJ,,,,"109.045800,34.104999",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.079472,34.103573,雁引路(留村中学东北侧),B001D0WFPJ,,,,"109.079472,34.103573",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.010453,34.07993,三府衙村,B0FFL5K7HF,,,,"109.010453,34.079930",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.027433,34.084918,[],B0G3T9RPV3,,,,"109.027433,34.084918",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.078813,34.06847,致富路附近,B001D0Z5BD,,,029-85880038,"109.078813,34.068470",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.070054,34.073011,韦王路(西安市长安区王莽乡韦兆小学南侧约250米),B0HALU5DJV,,,,"109.070054,34.073011",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.145081,34.041177,杨庄街道甲字1号,B001D0VQRE,,,029-85887359,"109.145081,34.041177",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇级政府及事业单位,,,130105,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],108.847253,34.170563,高新区西部大道82号,B001D0WC6I,,,029-87300916;029-87300939,"108.847253,34.170563",,,,[],[],[],[],[],,汽车销售;日产特约销售;东风日产销售|汽车维修;日产特约维修;东风日产维修|汽车销售;东风特约销售;东风销售,,,020701|030802|022200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,汽车销售,日产特约销售
[],109.145608,34.040694,甫十路陕西信合西北侧约230米,B001D0VQM9,,,,"109.145608,34.040694",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇级政府及事业单位,,,130105,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],108.915494,34.152381,新民路与笃行路交叉口北100米,B0FFFDATUA,,,,"108.915494,34.152381",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.90439,34.161135,子午大道169号,B0FFH1K4W3,,,,"108.904390,34.161135",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.873309,34.137506,文苑南路6号西安外国语大学,B0H1X6Y6KV,,,,"108.873309,34.137506",,,,[],[],[],[],[],,金融保险服务;自动提款机;自动提款机,,,160300,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.83371,34.099324,高鸭路国道210号与路口南50米,B001D0VRNT,,,,"108.833710,34.099324",,,,B001D0VTXP,[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,3,,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.904399,34.152452,子午大道西安邮电大学(东区)东区3号楼附近,B0FFFDCU1M,,,,"108.904399,34.152452",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.932226,34.156272,西长安街171号,B001D0792Q,,,,"108.932226,34.156272",,,,B001D07SVM,[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,3,,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.770958,34.055417,东大街办东大村,B0FFG0CJQX,,,029-85925897,"108.770958,34.055417",,,,[],[],[],[],[],,金融保险服务;银行;农村商业银行|金融保险服务;自动提款机;农村商业银行ATM,,,160121|160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,银行
[],108.764408,34.116251,西户路,B0FFJWGQ5Q,,,,"108.764408,34.116251",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.764473,34.116358,105县道南50米,B0FFILI8XT,,,,"108.764473,34.116358",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.729563,34.159292,Y244(灵沼街道办事处西侧),B0FFLBWR5D,,,,"108.729563,34.159292",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.786817,34.066274,灵和路,B0FFLB3FK0,,,,"108.786817,34.066274",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.771006,34.055433,东大路西安高新技术学院(新校区)东北侧约80米,B0FFL4WORK,,,,"108.771006,34.055433",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.956566,34.166129,吉泰路与航天西路交叉口东150米,B001D09SSJ,,,,"108.956566,34.166129",,,,[],[],[],[],[],,金融保险服务;自动提款机;招商银行ATM,,,160306,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.948478,34.172972,航天大道171厂家属院门口东侧,B001D090TA,,,,"108.948478,34.172972",,,,B001D08VQC,[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,3,,[],,,yes,,0,,,金融保险服务,自动提款机
[],109.174251,34.10754,魏寨北街1号,B0FFJPU8RH,,,,"109.174251,34.107540",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],109.10765,34.076461,[],B0HRV1APGL,,,,"109.107650,34.076461",,,,[],[],[],[],[],,金融保险服务;自动提款机;自动提款机,,,160300,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.892089,34.162979,雅居乐·铂琅峰3-10108,B0FFGZWPN9,,,,"108.892089,34.162979",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国银行ATM,,,160301,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.86917,34.159592,郭杜东街100号,B001D08X33,,,,"108.869170,34.159592",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国农业银行ATM,,,160304,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],109.057364,34.134684,大兆东街7号,B001D11BQ8,,,,"109.057364,34.134684",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.882412,34.161463,雅居乐花园北门对面,B0FFFDAR8N,,,,"108.882412,34.161463",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.758107,34.217292,斗门街办东街21号,B0FFGCC16E,,,,"108.758107,34.217292",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国农业银行ATM,,,160304,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.759019,34.221125,斗门北街127号附近,B0FFHBRSWE,,,,"108.759019,34.221125",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.780558,34.268715,芊域溪源B区东北(科源路西),B0FFLB6XPL,,,,"108.780558,34.268715",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国建设银行ATM,,,160303,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.729774,34.205734,西宝老线附近,B0FFLBY2V9,,,,"108.729774,34.205734",,,,[],[],[],[],[],,金融保险服务;自动提款机;农村商业银行ATM,,,160318,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.769878,34.256364,庙店村协同创新港研发办公楼附近,B0FFJ3I78O,,,,"108.769878,34.256364",,,,[],[],[],[],[],,金融保险服务;自动提款机;招商银行ATM,,,160306,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.759036,34.220905,斗门北街127附近,B001D0Z4ZK,,,,"108.759036,34.220905",,,,[],[],[],[],[],,金融保险服务;自动提款机;中国邮政储蓄银行ATM,,,160336,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.876724,34.143769,文苑中路西北大学南校区,B0FFFDAPZ2,,,,"108.876724,34.143769",,,,[],[],[],[],[],,金融保险服务;自动提款机;交通银行ATM,,,160305,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.880579,34.14544,文苑中路西北大学南校区,B001D08OSJ,,,,"108.880579,34.145440",,,,[],[],[],[],[],,金融保险服务;自动提款机;交通银行ATM,,,160305,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
[],108.912081,34.154916,西长安街512-552号(文物局西南),B001D08OVX,,,,"108.912081,34.154916",,,,[],[],[],[],[],,金融保险服务;自动提款机;自动提款机,,,160300,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,金融保险服务,自动提款机
